DATE;HOME;AWAY;FTHG;FTAG;DIFF
02/06/2024;Feirense;Lusitania FC;3;0;3
26/05/2024;Lusitania FC;Feirense;1;0;1
19/05/2024;Nacional;Mafra;2;0;2
19/05/2024;Santa Clara;Leiria;2;0;2
19/05/2024;Oliveirense;Leixoes;1;3;-2
19/05/2024;Academico Viseu;Maritimo;2;2;0
19/05/2024;AVS;Tondela;0;1;-1
18/05/2024;Feirense;Vilaverdense;1;1;0
17/05/2024;Benfica B;FC Porto B;5;2;3
17/05/2024;Pacos Ferreira;Os Belenenses;2;1;1
16/05/2024;Penafiel;Torreense;1;1;0
13/05/2024;Leiria;Academico Viseu;3;0;3
12/05/2024;FC Porto B;Pacos Ferreira;1;3;-2
12/05/2024;Maritimo;Oliveirense;2;1;1
12/05/2024;Mafra;Santa Clara;0;2;-2
12/05/2024;Leixoes;AVS;0;0;0
12/05/2024;Tondela;Nacional;2;3;-1
11/05/2024;Vilaverdense;Penafiel;2;1;1
11/05/2024;Torreense;Feirense;2;1;1
10/05/2024;Os Belenenses;Benfica B;2;3;-1
06/05/2024;AVS;Mafra;3;3;0
05/05/2024;Benfica B;Pacos Ferreira;2;2;0
05/05/2024;Vilaverdense;Torreense;0;1;-1
05/05/2024;Nacional;FC Porto B;4;0;4
05/05/2024;Penafiel;Maritimo;0;1;-1
04/05/2024;Oliveirense;Tondela;2;1;1
04/05/2024;Academico Viseu;Leixoes;1;1;0
04/05/2024;Feirense;Leiria;1;0;1
03/05/2024;Santa Clara;Os Belenenses;2;0;2
30/04/2024;Pacos Ferreira;AVS;0;4;-4
28/04/2024;FC Porto B;Santa Clara;2;2;0
28/04/2024;Os Belenenses;Nacional;1;3;-2
28/04/2024;Tondela;Benfica B;1;1;0
28/04/2024;Torreense;Academico Viseu;1;2;-1
27/04/2024;Leixoes;Vilaverdense;1;3;-2
27/04/2024;Maritimo;Feirense;3;2;1
27/04/2024;Mafra;Oliveirense;3;3;0
25/04/2024;Leiria;Penafiel;0;2;-2
24/04/2024;AVS;FC Porto B;0;2;-2
22/04/2024;Nacional;Benfica B;3;1;2
21/04/2024;Vilaverdense;Maritimo;0;2;-2
21/04/2024;Academico Viseu;Mafra;0;1;-1
