DATE;HOME;AWAY;FTHG;FTAG;DIFF
10/05/2024;Cambuur;Helmond;1;1;0
10/05/2024;Den Haag;Jong PSV;2;3;-1
10/05/2024;Eindhoven FC;Den Bosch;2;0;2
10/05/2024;FC Emmen;De Graafschap;2;1;1
10/05/2024;Groningen;Roda;2;0;2
10/05/2024;Jong Ajax;Jong AZ;1;4;-3
10/05/2024;Jong Utrecht;Dordrecht;1;1;0
10/05/2024;Maastricht;Venlo;2;0;2
10/05/2024;Oss;NAC Breda;1;1;0
10/05/2024;Willem II;Telstar;3;2;1
03/05/2024;De Graafschap;Jong Utrecht;2;2;0
03/05/2024;Den Bosch;FC Emmen;1;2;-1
03/05/2024;Dordrecht;Willem II;1;1;0
03/05/2024;Helmond;Eindhoven FC;2;0;2
03/05/2024;Jong AZ;Maastricht;2;3;-1
03/05/2024;Jong PSV;Oss;4;1;3
03/05/2024;NAC Breda;Den Haag;2;2;0
03/05/2024;Roda;Cambuur;2;0;2
03/05/2024;Telstar;Groningen;1;1;0
03/05/2024;Venlo;Jong Ajax;2;0;2
29/04/2024;FC Emmen;Helmond;3;0;3
29/04/2024;Jong Utrecht;Den Haag;0;2;-2
28/04/2024;NAC Breda;Jong PSV;2;0;2
28/04/2024;Eindhoven FC;Telstar;1;1;0
26/04/2024;Cambuur;Dordrecht;3;3;0
26/04/2024;De Graafschap;Maastricht;3;0;3
26/04/2024;Jong Ajax;Roda;1;1;0
26/04/2024;Oss;Jong AZ;1;1;0
26/04/2024;Venlo;Den Bosch;2;3;-1
26/04/2024;Willem II;Groningen;1;1;0
22/04/2024;Jong AZ;Venlo;2;1;1
22/04/2024;Jong PSV;Jong Utrecht;2;0;2
20/04/2024;Groningen;Cambuur;3;0;3
20/04/2024;Maastricht;Willem II;1;1;0
20/04/2024;Den Haag;Eindhoven FC;1;1;0
19/04/2024;Den Bosch;NAC Breda;2;2;0
19/04/2024;Dordrecht;Oss;3;1;2
19/04/2024;Helmond;Jong Ajax;3;1;2
19/04/2024;Roda;De Graafschap;1;1;0
