DATE;HOME;AWAY;FTHG;FTAG;DIFF
04/06/2023;Betis;Valencia;1;1;0
04/06/2023;Celta Vigo;Barcelona;2;1;1
04/06/2023;Elche;Cadiz CF;1;1;0
04/06/2023;Espanyol;Almeria;3;3;0
04/06/2023;Valladolid;Getafe;0;0;0
04/06/2023;Mallorca;Rayo Vallecano;3;0;3
04/06/2023;Osasuna;Girona;2;1;1
04/06/2023;Real Madrid;Ath Bilbao;1;1;0
04/06/2023;Real Sociedad;Sevilla;2;1;1
04/06/2023;Villarreal;Atl. Madrid;2;2;0
28/05/2023;Almeria;Valladolid;0;0;0
28/05/2023;Ath Bilbao;Elche;0;1;-1
28/05/2023;Atl. Madrid;Real Sociedad;2;1;1
28/05/2023;Barcelona;Mallorca;3;0;3
28/05/2023;Cadiz CF;Celta Vigo;1;0;1
28/05/2023;Getafe;Osasuna;2;1;1
28/05/2023;Girona;Betis;1;2;-1
28/05/2023;Rayo Vallecano;Villarreal;2;1;1
28/05/2023;Valencia;Espanyol;2;2;0
27/05/2023;Sevilla;Real Madrid;1;2;-1
25/05/2023;Osasuna;Ath Bilbao;2;0;2
25/05/2023;Mallorca;Valencia;1;0;1
24/05/2023;Betis;Getafe;0;1;-1
24/05/2023;Espanyol;Atl. Madrid;3;3;0
24/05/2023;Elche;Sevilla;1;1;0
24/05/2023;Real Madrid;Rayo Vallecano;2;1;1
24/05/2023;Villarreal;Cadiz CF;2;0;2
23/05/2023;Valladolid;Barcelona;3;1;2
23/05/2023;Celta Vigo;Girona;1;1;0
23/05/2023;Real Sociedad;Almeria;1;0;1
21/05/2023;Sevilla;Betis;0;0;0
21/05/2023;Valencia;Real Madrid;1;0;1
21/05/2023;Atl. Madrid;Osasuna;3;0;3
21/05/2023;Rayo Vallecano;Espanyol;1;2;-1
20/05/2023;Barcelona;Real Sociedad;1;2;-1
20/05/2023;Almeria;Mallorca;3;0;3
20/05/2023;Getafe;Elche;1;1;0
20/05/2023;Ath Bilbao;Celta Vigo;2;1;1
20/05/2023;Girona;Villarreal;1;2;-1
19/05/2023;Cadiz CF;Valladolid;2;0;2
15/05/2023;Betis;Rayo Vallecano;3;1;2
14/05/2023;Espanyol;Barcelona;2;4;-2
