DATE;HOME;AWAY;FTHG;FTAG;DIFF
07/06/2023;Ankaragucu;Adana Demirspor;1;2;-1
07/06/2023;Besiktas;Konyaspor;3;3;0
07/06/2023;Fenerbahce;Gaziantep;3;0;3
07/06/2023;Giresunspor;Antalyaspor;2;0;2
07/06/2023;Hatayspor;Galatasaray;0;3;-3
07/06/2023;Istanbulspor AS;Umraniyespor;4;0;4
06/06/2023;Basaksehir;Trabzonspor;3;1;2
06/06/2023;Karagumruk;Kasimpasa;3;0;3
06/06/2023;Sivasspor;Kayserispor;1;1;0
04/06/2023;Galatasaray;Fenerbahce;3;0;3
03/06/2023;Adana Demirspor;Basaksehir;2;3;-1
03/06/2023;Antalyaspor;Hatayspor;3;0;3
03/06/2023;Gaziantep;Istanbulspor AS;0;3;-3
03/06/2023;Kasimpasa;Besiktas;2;5;-3
03/06/2023;Kayserispor;Ankaragucu;0;1;-1
03/06/2023;Trabzonspor;Alanyaspor;5;1;4
03/06/2023;Umraniyespor;Giresunspor;0;1;-1
03/06/2023;Konyaspor;Karagumruk;1;1;0
30/05/2023;Alanyaspor;Kasimpasa;1;3;-2
30/05/2023;Ankaragucu;Galatasaray;1;4;-3
30/05/2023;Basaksehir;Gaziantep;3;0;3
30/05/2023;Fenerbahce;Antalyaspor;2;0;2
30/05/2023;Giresunspor;Trabzonspor;2;4;-2
30/05/2023;Hatayspor;Umraniyespor;0;3;-3
30/05/2023;Istanbulspor AS;Adana Demirspor;0;2;-2
30/05/2023;Karagumruk;Kayserispor;2;0;2
30/05/2023;Sivasspor;Konyaspor;1;0;1
22/05/2023;Trabzonspor;Karagumruk;4;1;3
21/05/2023;Gaziantep;Giresunspor;0;3;-3
21/05/2023;Hatayspor;Fenerbahce;0;3;-3
21/05/2023;Adana Demirspor;Besiktas;1;4;-3
21/05/2023;Antalyaspor;Basaksehir;0;0;0
21/05/2023;Umraniyespor;Ankaragucu;1;2;-1
20/05/2023;Galatasaray;Sivasspor;2;0;2
20/05/2023;Kayserispor;Alanyaspor;0;4;-4
20/05/2023;Kasimpasa;Istanbulspor AS;1;0;1
18/05/2023;Fenerbahce;Trabzonspor;3;1;2
17/05/2023;Ankaragucu;Antalyaspor;1;1;0
17/05/2023;Besiktas;Gaziantep;3;0;3
17/05/2023;Giresunspor;Hatayspor;3;0;3
17/05/2023;Karagumruk;Adana Demirspor;2;3;-1
17/05/2023;Basaksehir;Umraniyespor;1;1;0
16/05/2023;Alanyaspor;Konyaspor;0;3;-3
16/05/2023;Istanbulspor AS;Galatasaray;0;2;-2
16/05/2023;Sivasspor;Kasimpasa;1;2;-1
08/05/2023;Galatasaray;Basaksehir;1;0;1
08/05/2023;Trabzonspor;Ankaragucu;2;0;2
07/05/2023;Gaziantep;Karagumruk;0;3;-3
07/05/2023;Hatayspor;Istanbulspor AS;0;3;-3
07/05/2023;Giresunspor;Fenerbahce;1;1;0
07/05/2023;Konyaspor;Kayserispor;2;2;0
07/05/2023;Umraniyespor;Sivasspor;4;1;3
06/05/2023;Adana Demirspor;Alanyaspor;4;2;2
06/05/2023;Antalyaspor;Besiktas;1;3;-2
01/05/2023;Istanbulspor AS;Giresunspor;1;0;1
30/04/2023;Basaksehir;Hatayspor;3;0;3
30/04/2023;Kayserispor;Gaziantep;3;0;3
30/04/2023;Besiktas;Galatasaray;3;1;2
29/04/2023;Ankaragucu;Kasimpasa;0;0;0
29/04/2023;Sivasspor;Fenerbahce;1;3;-2
29/04/2023;Karagumruk;Antalyaspor;0;1;-1
29/04/2023;Konyaspor;Trabzonspor;2;1;1
28/04/2023;Alanyaspor;Umraniyespor;1;0;1
24/04/2023;Antalyaspor;Sivasspor;1;2;-1
24/04/2023;Fenerbahce;Istanbulspor AS;3;3;0
24/04/2023;Giresunspor;Basaksehir;2;4;-2
23/04/2023;Gaziantep;Alanyaspor;0;3;-3
