DATE;HOME;AWAY;FTHG;FTAG;DIFF
08/06/2023;Pendikspor;Bodrumspor;2;1;1
04/06/2023;Bodrumspor;Eyupspor;2;0;2
31/05/2023;Eyupspor;Bodrumspor;1;0;1
26/05/2023;Sakaryaspor;Eyupspor;0;1;-1
26/05/2023;Bodrumspor;Goztepe;3;1;2
21/05/2023;Adanaspor AS;Samsunspor;0;3;-3
21/05/2023;Yeni Malatyaspor;Denizlispor;0;3;-3
21/05/2023;Bandirmaspor;Genclerbirligi;1;1;0
21/05/2023;Bodrumspor;Goztepe;1;1;0
21/05/2023;Erzurumspor;Boluspor;2;0;2
21/05/2023;Eyupspor;Keciorengucu;2;1;1
21/05/2023;Manisa FK;Pendikspor;1;5;-4
21/05/2023;Rizespor;Altinordu;0;0;0
20/05/2023;Altay;Tuzlaspor;3;1;2
16/05/2023;Denizlispor;Adanaspor AS;3;0;3
16/05/2023;Keciorengucu;Yeni Malatyaspor;3;0;3
16/05/2023;Altinordu;Erzurumspor;0;1;-1
16/05/2023;Boluspor;Eyupspor;2;0;2
16/05/2023;Genclerbirligi;Sakaryaspor;2;1;1
16/05/2023;Goztepe;Rizespor;3;3;0
16/05/2023;Pendikspor;Bandirmaspor;2;1;1
16/05/2023;Samsunspor;Bodrumspor;0;1;-1
16/05/2023;Tuzlaspor;Manisa FK;1;2;-1
07/05/2023;Adanaspor AS;Keciorengucu;0;3;-3
07/05/2023;Altay;Denizlispor;3;0;3
07/05/2023;Bandirmaspor;Boluspor;2;1;1
07/05/2023;Bodrumspor;Altinordu;1;0;1
07/05/2023;Erzurumspor;Genclerbirligi;0;1;-1
07/05/2023;Manisa FK;Goztepe;1;1;0
07/05/2023;Rizespor;Tuzlaspor;4;2;2
07/05/2023;Sakaryaspor;Pendikspor;3;2;1
07/05/2023;Yeni Malatyaspor;Samsunspor;0;3;-3
02/05/2023;Erzurumspor;Sakaryaspor;0;1;-1
30/04/2023;Goztepe;Adanaspor AS;3;0;3
30/04/2023;Denizlispor;Samsunspor;1;2;-1
30/04/2023;Altinordu;Bandirmaspor;3;3;0
30/04/2023;Boluspor;Altay;0;0;0
29/04/2023;Pendikspor;Rizespor;3;2;1
29/04/2023;Tuzlaspor;Eyupspor;0;0;0
29/04/2023;Keciorengucu;Manisa FK;0;3;-3
