DATE;HOME;AWAY;FTHG;FTAG;DIFF
02/06/2024;Genk;Gent;0;1;-1
26/05/2024;Antwerp;Anderlecht;3;1;2
26/05/2024;Club Brugge KV;Cercle Brugge KSV;0;0;0
26/05/2024;Royale Union SG;Genk;2;0;2
26/05/2024;Kortrijk;Lommel SK;4;2;2
25/05/2024;Gent;St. Truiden;2;0;2
25/05/2024;KV Mechelen;St. Liege;3;2;1
25/05/2024;Leuven;Westerlo;1;2;-1
20/05/2024;Genk;Antwerp;1;0;1
19/05/2024;Lommel SK;Kortrijk;0;1;-1
19/05/2024;Anderlecht;Club Brugge KV;0;1;-1
19/05/2024;Cercle Brugge KSV;Royale Union SG;1;2;-1
18/05/2024;St. Liege;Gent;1;4;-3
18/05/2024;Westerlo;KV Mechelen;0;2;-2
17/05/2024;St. Truiden;Leuven;1;1;0
13/05/2024;Club Brugge KV;Royale Union SG;2;2;0
12/05/2024;Antwerp;Cercle Brugge KSV;1;2;-1
12/05/2024;Deinze;Lommel SK;1;2;-1
12/05/2024;St. Truiden;KV Mechelen;2;1;1
12/05/2024;Gent;Leuven;0;1;-1
11/05/2024;Anderlecht;Genk;2;1;1
11/05/2024;Charleroi;Kortrijk;3;1;2
11/05/2024;Eupen;RWDM;2;0;2
10/05/2024;St. Liege;Westerlo;0;5;-5
05/05/2024;Kortrijk;Eupen;1;0;1
05/05/2024;Royale Union SG;Anderlecht;0;0;0
05/05/2024;Lommel SK;Deinze;1;1;0
05/05/2024;Leuven;St. Liege;3;1;2
05/05/2024;Antwerp;Club Brugge KV;1;2;-1
04/05/2024;Cercle Brugge KSV;Genk;4;1;3
04/05/2024;KV Mechelen;Gent;2;4;-2
04/05/2024;RWDM;Charleroi;1;3;-2
03/05/2024;Westerlo;St. Truiden;2;2;0
01/05/2024;Lommel SK;Waregem;1;0;1
01/05/2024;Deinze;Patro Eisden;2;1;1
28/04/2024;RWDM;Kortrijk;0;1;-1
28/04/2024;Royale Union SG;Antwerp;4;1;3
28/04/2024;Cercle Brugge KSV;Anderlecht;1;1;0
28/04/2024;Genk;Club Brugge KV;0;3;-3
27/04/2024;Gent;Westerlo;3;2;1
27/04/2024;Waregem;Lommel SK;1;1;0
27/04/2024;St. Liege;St. Truiden;1;1;0
27/04/2024;Patro Eisden;Deinze;0;4;-4
27/04/2024;KV Mechelen;Leuven;3;0;3
26/04/2024;Eupen;Charleroi;1;2;-1
25/04/2024;Antwerp;Royale Union SG;0;3;-3
24/04/2024;Anderlecht;Cercle Brugge KSV;3;0;3
24/04/2024;Club Brugge KV;Genk;4;0;4
23/04/2024;St. Liege;KV Mechelen;0;0;0
23/04/2024;St. Truiden;Gent;0;2;-2
23/04/2024;Westerlo;Leuven;1;1;0
21/04/2024;Charleroi;Eupen;1;0;1
21/04/2024;Royale Union SG;Club Brugge KV;1;2;-1
21/04/2024;Kortrijk;RWDM;2;4;-2
21/04/2024;Cercle Brugge KSV;Antwerp;0;1;-1
20/04/2024;Genk;Anderlecht;2;1;1
20/04/2024;Gent;KV Mechelen;3;1;2
20/04/2024;Westerlo;St. Liege;3;3;0
20/04/2024;Leuven;St. Truiden;1;0;1
14/04/2024;Leuven;Gent;2;1;1
14/04/2024;Anderlecht;Royale Union SG;2;1;1
14/04/2024;Kortrijk;Charleroi;1;2;-1
14/04/2024;Club Brugge KV;Antwerp;3;0;3
13/04/2024;Genk;Cercle Brugge KSV;1;1;0
13/04/2024;KV Mechelen;Westerlo;3;2;1
13/04/2024;RWDM;Eupen;3;1;2
