DATE;HOME;AWAY;FTHG;FTAG;DIFF
17/05/2024;Angers;Dunkerque;0;0;0
17/05/2024;Auxerre;Concarneau;4;1;3
17/05/2024;Bastia;Paris FC;1;1;0
17/05/2024;Bordeaux;Pau FC;3;2;1
17/05/2024;Caen;Valenciennes;3;0;3
17/05/2024;Grenoble;Amiens;1;3;-2
17/05/2024;Guingamp;Laval;0;1;-1
17/05/2024;Quevilly Rouen;St Etienne;2;1;1
17/05/2024;Rodez;AC Ajaccio;2;0;2
17/05/2024;Troyes;Annecy;1;1;0
10/05/2024;AC Ajaccio;Grenoble;1;2;-1
10/05/2024;Amiens;Auxerre;0;0;0
10/05/2024;Annecy;Angers;1;2;-1
10/05/2024;Concarneau;Bordeaux;4;2;2
10/05/2024;Dunkerque;Caen;2;2;0
10/05/2024;Laval;Troyes;1;2;-1
10/05/2024;Paris FC;Guingamp;2;1;1
10/05/2024;Pau FC;Bastia;1;2;-1
10/05/2024;St Etienne;Rodez;1;1;0
10/05/2024;Valenciennes;Quevilly Rouen;2;1;1
04/05/2024;Guingamp;St Etienne;2;2;0
04/05/2024;Auxerre;Paris FC;2;0;2
03/05/2024;Angers;Pau FC;2;1;1
03/05/2024;Bastia;Amiens;1;2;-1
03/05/2024;Bordeaux;AC Ajaccio;4;0;4
03/05/2024;Caen;Laval;1;0;1
03/05/2024;Grenoble;Concarneau;2;1;1
03/05/2024;Quevilly Rouen;Dunkerque;1;2;-1
03/05/2024;Rodez;Annecy;1;3;-2
03/05/2024;Troyes;Valenciennes;0;1;-1
29/04/2024;Dunkerque;Auxerre;1;3;-2
27/04/2024;AC Ajaccio;Quevilly Rouen;1;1;0
27/04/2024;Amiens;Troyes;0;0;0
27/04/2024;Annecy;Bastia;3;2;1
27/04/2024;Concarneau;Rodez;1;2;-1
27/04/2024;Laval;Bordeaux;1;0;1
27/04/2024;Paris FC;Angers;3;1;2
27/04/2024;Pau FC;Guingamp;1;2;-1
27/04/2024;Valenciennes;Grenoble;2;0;2
27/04/2024;St Etienne;Caen;1;0;1
23/04/2024;Auxerre;Laval;4;0;4
23/04/2024;Bastia;Concarneau;2;0;2
23/04/2024;Bordeaux;Dunkerque;2;0;2
23/04/2024;Caen;Annecy;2;1;1
23/04/2024;Grenoble;St Etienne;0;2;-2
23/04/2024;Guingamp;Angers;1;2;-1
23/04/2024;Quevilly Rouen;Amiens;3;3;0
23/04/2024;Rodez;Paris FC;1;0;1
23/04/2024;Troyes;Pau FC;2;2;0
23/04/2024;Valenciennes;AC Ajaccio;1;0;1
20/04/2024;AC Ajaccio;Caen;2;1;1
20/04/2024;Amiens;Dunkerque;0;1;-1
20/04/2024;Angers;Troyes;2;1;1
20/04/2024;Annecy;Grenoble;0;1;-1
20/04/2024;Concarneau;Quevilly Rouen;0;0;0
20/04/2024;Guingamp;Bastia;0;1;-1
20/04/2024;Paris FC;Valenciennes;2;1;1
20/04/2024;Pau FC;Laval;3;0;3
20/04/2024;St Etienne;Bordeaux;2;1;1
20/04/2024;Rodez;Auxerre;2;0;2
15/04/2024;Grenoble;Angers;0;0;0
13/04/2024;Bordeaux;Bastia;2;3;-1
13/04/2024;Caen;Rodez;1;0;1
13/04/2024;Concarneau;Amiens;0;0;0
13/04/2024;Dunkerque;Guingamp;0;1;-1
13/04/2024;Laval;Annecy;0;3;-3
13/04/2024;Quevilly Rouen;Auxerre;4;3;1
13/04/2024;Troyes;Paris FC;1;2;-1
13/04/2024;Valenciennes;Pau FC;1;4;-3
13/04/2024;AC Ajaccio;St Etienne;2;0;2
08/04/2024;Auxerre;Troyes;2;0;2
06/04/2024;Angers;Laval;1;1;0
06/04/2024;Annecy;Valenciennes;2;1;1
06/04/2024;Bastia;Dunkerque;1;1;0
06/04/2024;Caen;Bordeaux;0;1;-1
06/04/2024;Guingamp;Amiens;0;0;0
06/04/2024;Paris FC;Grenoble;2;1;1
06/04/2024;Pau FC;AC Ajaccio;1;1;0
06/04/2024;Rodez;Quevilly Rouen;3;3;0
06/04/2024;St Etienne;Concarneau;1;0;1
01/04/2024;AC Ajaccio;Auxerre;0;1;-1
30/03/2024;Amiens;Pau FC;2;3;-1
30/03/2024;Bordeaux;Paris FC;3;3;0
30/03/2024;Concarneau;Angers;2;4;-2
30/03/2024;Dunkerque;Annecy;0;2;-2
30/03/2024;Grenoble;Guingamp;0;0;0
30/03/2024;Laval;Bastia;1;2;-1
30/03/2024;Quevilly Rouen;Caen;1;2;-1
30/03/2024;Troyes;Rodez;2;3;-1
30/03/2024;Valenciennes;St Etienne;0;2;-2
16/03/2024;Angers;Amiens;1;3;-2
16/03/2024;Annecy;Bordeaux;3;1;2
16/03/2024;Bastia;St Etienne;0;4;-4
16/03/2024;Guingamp;Valenciennes;3;0;3
16/03/2024;Laval;Dunkerque;1;2;-1
16/03/2024;Paris FC;AC Ajaccio;2;0;2
16/03/2024;Pau FC;Concarneau;2;0;2
16/03/2024;Quevilly Rouen;Troyes;1;1;0
16/03/2024;Rodez;Grenoble;3;1;2
16/03/2024;Auxerre;Caen;2;1;1
11/03/2024;Grenoble;Laval;0;2;-2
09/03/2024;AC Ajaccio;Annecy;1;3;-2
09/03/2024;Amiens;Rodez;1;1;0
09/03/2024;Bordeaux;Quevilly Rouen;0;0;0
09/03/2024;Caen;Paris FC;0;1;-1
09/03/2024;Concarneau;Guingamp;2;3;-1
09/03/2024;Dunkerque;Pau FC;1;0;1
09/03/2024;Troyes;Bastia;2;0;2
09/03/2024;Valenciennes;Angers;0;0;0
09/03/2024;St Etienne;Auxerre;1;0;1
04/03/2024;Angers;AC Ajaccio;3;1;2
02/03/2024;Annecy;Quevilly Rouen;0;0;0
02/03/2024;Auxerre;Valenciennes;0;0;0
02/03/2024;Bastia;Grenoble;1;0;1
02/03/2024;Dunkerque;Concarneau;2;2;0
02/03/2024;Guingamp;Troyes;0;0;0
02/03/2024;Laval;Amiens;1;1;0
02/03/2024;Pau FC;Caen;2;3;-1
02/03/2024;Rodez;Bordeaux;2;2;0
02/03/2024;Paris FC;St Etienne;0;0;0
26/02/2024;Caen;Angers;2;0;2
24/02/2024;AC Ajaccio;Amiens;0;0;0
24/02/2024;Auxerre;Bastia;1;1;0
24/02/2024;Bordeaux;Guingamp;1;0;1
24/02/2024;Concarneau;Laval;1;3;-2
24/02/2024;Grenoble;Pau FC;0;1;-1
24/02/2024;Quevilly Rouen;Paris FC;0;0;0
24/02/2024;Troyes;Dunkerque;1;2;-1
